transaction_id,account_id,transaction_date,amount,transaction_type,merchant_id
6001,623,2022-07-29 03:03:44,116.57,credit,7
6002,783,2024-04-30 01:25:49,106.34,debit,24
6003,995,2023-12-04 15:07:02,84.22,debit,22
6004,441,2022-10-06 22:50:47,35.72,debit,16
6005,837,2022-02-14 23:16:50,30.8,credit,6
6006,617,2022-05-19 10:06:12,95.7,debit,43
6007,506,2023-09-23 06:28:50,8.73,debit,7
6008,918,2023-07-08 21:45:31,9.29,debit,18
6009,320,2023-10-15 14:17:46,98.74,debit,35
6010,553,2024-03-29 19:16:31,302.81,credit,49
6011,215,2024-07-16 00:38:54,294.79,debit,24
6012,71,2023-04-07 18:51:03,1.31,debit,16
6013,568,2022-08-02 15:09:48,13.63,credit,19
6014,919,2023-06-21 14:53:19,104.98,credit,19
6015,236,2022-05-19 14:45:15,226.44,debit,43
6016,281,2024-09-22 18:56:03,370.67,debit,1
6017,987,2023-04-18 18:03:09,236.43,credit,22
6018,617,2024-08-20 20:24:43,135.84,credit,31
6019,902,2023-09-12 18:44:39,26.86,debit,14
6020,887,2023-05-27 07:34:20,9.05,credit,30
6021,162,2023-12-25 19:51:02,5.84,credit,31
6022,191,2023-04-05 21:15:19,113.63,debit,32
6023,9,2024-05-07 03:58:00,4.42,debit,43
6024,60,2024-08-21 05:43:55,161.3,credit,17
6025,893,2022-01-08 21:46:04,149.57,debit,28
6026,817,2023-09-04 18:16:25,9.96,debit,34
6027,225,2024-07-24 05:44:33,284.53,debit,17
6028,819,2024-08-29 10:03:00,88.56,credit,6
6029,700,2022-09-06 04:07:59,281.76,credit,48
6030,582,2024-05-23 05:03:52,278.26,credit,29
6031,805,2023-03-14 15:50:56,26.33,credit,9
6032,287,2023-12-11 23:49:11,57.48,debit,31
6033,994,2023-08-30 13:19:29,17.35,debit,30
6034,169,2024-04-30 09:56:24,178.99,credit,9
6035,62,2022-08-07 11:50:11,84.17,credit,42
6036,349,2023-03-13 00:54:20,317.08,credit,10
6037,442,2024-03-17 23:06:59,28.02,debit,38
6038,14,2024-08-25 10:12:22,139.91,credit,33
6039,164,2023-06-22 07:20:43,543.79,debit,3
6040,420,2022-10-26 02:25:58,131.37,credit,29
6041,757,2023-10-29 06:54:54,8.55,credit,39
6042,847,2024-03-16 01:16:54,106.53,debit,41
6043,520,2022-10-06 14:50:19,23.79,credit,14
6044,666,2022-09-05 08:05:59,3.72,credit,15
6045,548,2023-01-17 09:53:10,48.95,credit,10
6046,560,2022-09-12 23:11:34,37.13,debit,16
6047,597,2022-06-17 06:39:42,186.58,debit,33
6048,28,2024-09-23 12:44:56,56.15,credit,28
6049,708,2023-06-27 19:01:47,158.44,credit,39
6050,446,2023-10-12 01:54:25,1.96,credit,43
6051,208,2022-09-15 09:38:56,1.79,credit,24
6052,470,2023-02-21 05:38:37,3.57,debit,15
6053,716,2024-03-31 02:09:22,29.72,credit,13
6054,976,2023-11-09 13:04:30,56.21,credit,19
6055,819,2022-01-22 12:58:59,112.33,debit,11
6056,104,2023-11-25 16:32:07,511.51,credit,13
6057,742,2023-03-01 15:38:05,52.51,debit,40
6058,426,2022-11-26 07:41:43,6.87,credit,32
6059,101,2022-12-07 18:10:50,26.01,credit,26
6060,541,2024-03-02 20:33:51,273.76,debit,42
6061,639,2022-06-16 08:04:05,144.23,debit,16
6062,850,2023-11-14 10:34:08,187.39,debit,17
6063,522,2023-04-11 16:12:30,15.91,debit,49
6064,106,2024-03-21 21:39:44,17.4,credit,13
6065,679,2024-08-23 21:34:08,14.29,credit,13
6066,978,2022-08-30 10:52:40,233.53,debit,15
6067,769,2023-03-16 21:05:58,28.28,debit,44
6068,807,2022-11-02 19:21:35,123.65,debit,11
6069,277,2024-05-12 20:26:05,87.12,credit,1
6070,65,2022-11-09 21:41:34,94.33,credit,35
6071,783,2023-05-02 04:47:08,26.09,credit,18
6072,900,2024-02-26 17:31:10,121.02,credit,44
6073,188,2022-01-17 03:40:20,5.29,debit,1
6074,317,2023-01-21 09:56:42,603.8,credit,22
6075,916,2022-03-31 15:25:08,3.25,credit,2
6076,138,2022-10-10 19:01:01,6.17,credit,30
6077,343,2022-10-27 21:59:18,47.1,credit,18
6078,105,2023-10-29 11:53:26,213.79,debit,1
6079,546,2022-11-13 14:01:29,35.68,credit,3
6080,380,2024-02-15 14:33:33,76.62,debit,10
6081,110,2022-05-30 18:39:52,2.18,debit,48
6082,944,2023-08-11 13:14:50,9.86,credit,15
6083,545,2022-05-28 12:09:31,112.37,credit,3
6084,354,2022-05-17 14:42:35,25.93,credit,13
6085,743,2024-02-13 16:05:17,142.2,debit,24
6086,317,2022-01-16 16:29:27,184.67,credit,39
6087,266,2024-03-23 09:06:24,227.92,debit,30
6088,694,2022-08-27 10:56:42,17.24,credit,43
6089,852,2022-06-14 20:29:09,72.95,debit,32
6090,65,2022-03-15 02:13:36,352.68,credit,35
6091,333,2022-01-06 06:58:52,177.45,credit,35
6092,513,2024-09-19 04:19:16,14.93,debit,15
6093,133,2022-07-02 07:12:41,83.78,debit,34
6094,592,2024-02-09 17:20:48,306.71,credit,39
6095,783,2022-09-06 06:11:52,69.59,debit,34
6096,753,2023-04-13 16:26:37,217.99,debit,18
6097,540,2024-07-06 10:55:52,82.18,credit,35
6098,735,2022-08-21 05:22:10,13.55,credit,23
6099,535,2022-06-23 12:41:57,19.2,credit,32
6100,496,2023-02-22 04:49:02,5.74,debit,50
6101,621,2022-05-26 02:27:46,26.08,debit,50
6102,619,2023-11-18 10:22:45,268.88,debit,19
6103,657,2022-06-11 18:27:44,126.05,debit,29
6104,369,2022-04-14 20:20:56,161.12,credit,40
6105,866,2023-05-18 19:02:06,116.64,debit,50
6106,909,2024-03-08 14:51:27,58.64,debit,44
6107,910,2022-02-04 03:05:44,29.33,debit,12
6108,651,2023-11-22 20:41:37,311.82,credit,4
6109,796,2022-08-19 16:52:12,86.79,debit,22
6110,810,2023-12-06 14:28:10,78.73,credit,43
6111,992,2022-01-11 21:03:22,665.74,credit,45
6112,99,2023-03-22 09:49:57,58.13,debit,15
6113,317,2022-09-14 22:42:11,231.0,credit,21
6114,123,2022-02-19 21:46:35,237.96,debit,42
6115,320,2023-09-14 04:24:01,31.78,credit,35
6116,799,2023-11-27 08:25:16,11.96,credit,42
6117,593,2022-04-24 14:57:25,445.68,credit,19
6118,495,2022-07-28 15:27:52,66.59,debit,8
6119,457,2023-10-27 13:08:13,0.27,credit,36
6120,522,2022-07-13 22:28:08,82.94,debit,15
6121,520,2022-08-17 19:58:04,115.89,credit,4
6122,917,2024-08-17 03:36:57,179.58,credit,25
6123,717,2023-09-28 10:29:20,343.64,debit,37
6124,315,2022-06-16 06:14:26,296.05,credit,26
6125,946,2022-11-05 20:27:39,337.88,debit,9
6126,709,2023-10-03 16:39:51,3.92,debit,44
6127,710,2023-06-15 20:08:15,149.28,credit,50
6128,542,2022-09-26 06:51:01,30.72,debit,31
6129,479,2022-09-17 09:40:00,24.92,credit,6
6130,913,2024-07-15 01:45:02,193.32,credit,25
6131,971,2023-02-09 20:19:30,64.77,debit,6
6132,20,2023-12-21 13:38:12,298.09,credit,19
6133,560,2022-08-07 09:49:59,5.2,credit,5
6134,969,2022-04-30 20:05:09,194.45,credit,5
6135,130,2023-02-17 02:49:39,17.66,debit,5
6136,293,2024-07-16 02:19:46,23.31,debit,49
6137,897,2023-05-02 17:32:28,77.86,debit,20
6138,132,2022-01-30 19:49:23,60.42,credit,46
6139,356,2024-03-24 16:18:44,79.9,credit,48
6140,54,2024-03-30 01:44:22,337.66,debit,13
6141,890,2023-07-24 02:22:10,128.54,credit,9
6142,793,2024-04-25 17:28:16,41.15,debit,14
6143,387,2024-09-26 01:40:07,22.78,credit,13
6144,265,2022-04-17 02:22:42,65.38,debit,47
6145,982,2023-09-27 06:35:15,72.1,credit,33
6146,215,2023-09-11 23:03:19,110.34,credit,48
6147,460,2023-06-09 00:25:56,37.11,credit,23
6148,458,2023-07-11 14:04:14,175.07,debit,30
6149,802,2023-03-30 08:01:49,12.44,credit,18
6150,43,2023-11-16 02:27:58,98.64,credit,18
6151,586,2024-08-11 23:16:07,117.23,debit,43
6152,862,2024-03-08 03:29:49,27.81,debit,36
6153,278,2023-04-21 20:01:06,209.85,debit,14
6154,838,2022-09-05 04:33:00,114.68,credit,12
6155,754,2024-05-11 21:36:45,124.52,credit,39
6156,130,2024-02-04 21:57:38,82.64,debit,27
6157,350,2023-02-12 10:55:36,288.41,credit,29
6158,706,2023-04-06 02:27:26,142.07,debit,7
6159,544,2024-03-08 02:27:24,57.72,debit,15
6160,106,2023-11-23 20:22:12,32.71,credit,19
6161,912,2022-02-25 09:19:18,8.85,credit,9
6162,716,2023-02-22 01:34:16,21.69,debit,20
6163,1,2024-07-05 18:50:31,590.11,debit,48
6164,757,2024-02-04 19:10:30,62.66,debit,44
6165,584,2022-04-19 11:11:29,274.75,credit,22
6166,432,2023-10-13 12:39:12,22.44,credit,36
6167,306,2022-12-04 21:35:21,66.48,debit,32
6168,909,2022-12-17 15:41:27,387.83,credit,3
6169,527,2022-11-13 20:26:00,11.47,credit,49
6170,53,2022-12-08 05:18:08,108.16,debit,18
6171,940,2023-05-08 20:30:40,301.85,debit,16
6172,520,2022-06-11 06:43:10,358.73,debit,3
6173,330,2024-01-26 18:17:30,224.5,credit,12
6174,558,2022-01-27 23:38:05,232.5,credit,24
6175,325,2024-08-24 15:24:11,126.73,credit,11
6176,114,2023-01-31 12:15:14,29.88,debit,23
6177,147,2022-12-10 11:56:30,157.42,credit,33
6178,166,2024-06-28 14:01:56,460.12,debit,4
6179,379,2023-11-27 20:52:13,89.57,credit,14
6180,139,2023-01-06 02:19:16,36.25,credit,38
6181,629,2022-05-20 23:14:47,102.25,credit,9
6182,299,2023-01-28 15:44:17,140.78,debit,34
6183,276,2022-11-23 01:01:49,28.03,credit,46
6184,916,2022-06-27 16:28:54,152.41,debit,40
6185,789,2023-10-09 18:54:54,106.24,debit,33
6186,850,2024-08-21 21:11:16,113.72,debit,19
6187,825,2022-04-06 20:17:08,43.83,debit,37
6188,178,2023-10-16 15:20:44,20.25,debit,3
6189,842,2024-04-14 14:53:13,117.2,credit,37
6190,354,2022-07-30 23:43:56,105.89,debit,38
6191,154,2022-05-11 04:45:19,49.5,debit,27
6192,926,2022-02-25 05:15:08,42.1,debit,49
6193,201,2022-11-01 04:04:22,51.19,debit,40
6194,878,2022-01-18 09:58:40,80.77,debit,6
6195,115,2024-08-14 13:05:23,441.8,debit,32
6196,671,2022-05-03 23:51:24,173.05,debit,48
6197,554,2024-06-11 06:04:10,229.05,credit,18
6198,759,2024-01-24 21:52:57,84.54,debit,32
6199,68,2022-10-15 11:01:50,89.62,debit,20
6200,445,2022-07-03 06:15:51,27.43,credit,36
6201,445,2023-09-06 03:23:43,153.2,debit,15
6202,326,2023-04-14 15:52:55,65.7,debit,23
6203,846,2022-08-09 20:35:53,162.78,credit,14
6204,708,2023-07-28 19:13:03,63.12,debit,21
6205,602,2024-05-03 00:08:42,13.78,debit,46
6206,623,2022-09-08 12:30:43,22.8,debit,3
6207,880,2022-10-29 21:30:21,200.28,credit,7
6208,359,2022-10-10 08:04:16,35.91,debit,17
6209,145,2022-06-23 06:06:24,36.84,credit,4
6210,275,2024-03-04 06:28:03,318.03,debit,45
6211,509,2023-04-20 06:51:29,128.63,debit,50
6212,179,2022-04-19 02:19:34,14.57,credit,35
6213,753,2022-03-23 19:55:43,18.6,credit,6
6214,838,2024-03-12 00:10:56,38.16,debit,32
6215,831,2023-03-31 17:09:38,108.17,credit,35
6216,477,2023-08-02 08:29:38,167.72,credit,46
6217,843,2022-05-01 22:05:34,38.51,credit,22
6218,976,2022-07-09 01:20:17,245.42,credit,8
6219,414,2022-05-15 22:52:58,13.87,credit,27
6220,153,2024-07-01 00:28:49,27.92,debit,28
6221,104,2023-11-25 11:47:21,422.66,credit,2
6222,75,2024-04-25 11:33:19,17.37,debit,2
6223,128,2024-02-05 22:08:21,262.83,debit,46
6224,711,2023-10-23 07:55:12,146.06,credit,27
6225,666,2024-08-03 15:17:06,9.11,debit,7
6226,568,2024-04-22 15:20:56,79.33,credit,12
6227,790,2023-11-13 06:55:55,87.82,credit,8
6228,345,2022-10-15 01:34:15,322.84,credit,9
6229,531,2022-04-18 12:06:50,65.6,debit,22
6230,159,2022-11-08 09:19:05,71.04,debit,18
6231,538,2022-02-28 19:27:42,14.32,debit,39
6232,426,2023-02-08 01:32:03,122.32,debit,28
6233,681,2024-02-29 18:28:38,28.42,debit,38
6234,996,2022-11-27 13:35:25,9.68,debit,34
6235,23,2022-11-06 21:17:59,693.9,credit,6
6236,47,2024-03-05 08:06:05,37.7,debit,31
6237,525,2024-09-06 12:54:00,18.25,credit,15
6238,729,2023-07-07 07:33:13,144.27,credit,49
6239,834,2022-07-18 21:19:49,206.9,debit,4
6240,706,2022-10-20 08:13:34,7.95,debit,5
6241,144,2024-09-06 15:55:21,13.36,debit,23
6242,585,2022-02-16 13:50:07,11.34,credit,13
6243,668,2022-12-20 12:15:51,5.77,credit,45
6244,589,2022-05-08 12:21:36,129.27,credit,27
6245,419,2023-12-13 10:30:45,106.5,credit,45
6246,681,2023-05-13 05:16:05,130.45,credit,31
6247,973,2024-05-09 06:51:11,84.55,debit,19
6248,799,2022-03-28 03:14:11,204.13,credit,30
6249,85,2022-01-14 01:26:38,94.94,credit,39
6250,416,2023-09-10 15:49:27,301.22,debit,30
6251,694,2023-06-13 18:25:20,79.78,debit,5
6252,482,2023-04-07 18:30:09,187.65,debit,11
6253,456,2023-08-03 01:23:16,62.78,debit,10
6254,827,2024-08-20 13:47:23,68.56,credit,41
6255,297,2024-02-25 00:31:40,226.85,debit,1
6256,112,2022-09-21 13:32:21,13.67,debit,15
6257,962,2022-04-06 08:03:28,99.87,debit,21
6258,230,2022-06-07 04:00:14,155.5,credit,22
6259,96,2023-05-08 10:52:30,166.56,debit,32
6260,950,2022-03-11 01:51:51,107.43,debit,26
6261,680,2022-01-31 23:35:35,71.32,debit,13
6262,378,2024-07-31 15:28:39,36.26,debit,5
6263,156,2022-04-18 15:54:28,288.19,debit,14
6264,421,2023-06-17 08:01:03,55.4,debit,4
6265,105,2022-04-04 14:48:53,192.53,debit,41
6266,705,2022-06-10 09:18:51,3.86,credit,40
6267,330,2023-12-21 21:38:45,31.7,credit,8
6268,439,2022-12-11 04:57:07,50.88,debit,9
6269,132,2022-02-09 18:49:23,133.61,debit,31
6270,867,2024-01-26 07:35:18,46.16,credit,3
6271,382,2023-12-26 15:09:11,5.07,credit,27
6272,138,2023-06-14 16:34:21,22.92,credit,9
6273,943,2024-03-30 02:45:06,36.0,credit,29
6274,843,2023-07-22 09:09:42,23.24,debit,34
6275,270,2022-08-26 08:34:05,27.34,credit,29
6276,550,2024-09-09 15:36:40,175.82,debit,47
6277,396,2023-04-24 19:28:53,63.73,debit,10
6278,557,2023-04-20 00:52:33,62.34,debit,13
6279,913,2022-06-15 12:54:44,407.93,credit,1
6280,464,2022-05-16 21:38:48,71.02,credit,40
6281,675,2022-06-27 22:04:40,315.16,debit,14
6282,450,2023-08-12 18:28:33,42.64,debit,32
6283,331,2023-09-16 01:04:24,61.42,credit,16
6284,253,2024-04-30 23:34:48,60.56,debit,26
6285,681,2022-09-24 07:43:12,94.78,debit,33
6286,963,2024-01-30 12:11:43,105.32,debit,31
6287,285,2022-12-11 12:23:09,34.22,debit,8
6288,274,2023-11-30 03:27:00,189.34,credit,25
6289,20,2024-01-20 17:18:03,82.35,credit,33
6290,239,2023-06-09 21:00:05,0.85,debit,30
6291,270,2022-09-18 07:54:22,107.38,credit,1
6292,418,2022-03-30 10:34:24,191.97,credit,1
6293,945,2023-08-19 07:26:16,34.6,debit,27
6294,310,2022-04-04 23:50:07,4.63,credit,4
6295,31,2023-03-30 23:36:36,197.52,debit,37
6296,826,2023-06-19 06:18:38,448.96,credit,24
6297,104,2024-09-24 15:39:36,9.56,debit,44
6298,682,2022-03-21 07:56:20,333.75,debit,24
6299,186,2022-05-27 17:40:45,53.42,credit,6
6300,128,2023-06-28 21:20:04,340.52,debit,39
6301,210,2024-05-11 16:53:01,125.58,debit,1
6302,414,2022-09-27 04:00:27,265.14,debit,29
6303,281,2023-06-07 03:56:44,184.92,credit,24
6304,959,2022-08-02 13:09:39,3.41,credit,13
6305,253,2023-10-03 11:05:54,8.12,debit,28
6306,19,2023-10-25 02:19:07,89.52,credit,15
6307,712,2023-06-03 09:27:17,16.66,debit,31
6308,732,2024-05-13 10:06:21,74.17,debit,22
6309,136,2022-08-21 18:47:16,371.15,debit,12
6310,223,2022-07-16 07:31:52,41.91,credit,17
6311,3,2024-05-08 05:21:59,80.55,credit,26
6312,963,2022-12-11 12:16:05,58.19,credit,13
6313,236,2024-03-17 05:21:04,119.25,credit,41
6314,854,2023-10-08 20:48:03,25.86,credit,45
6315,465,2022-12-14 18:05:10,36.12,debit,17
6316,228,2023-06-01 19:29:59,234.88,debit,26
6317,913,2022-10-27 02:37:32,200.13,debit,28
6318,654,2023-10-17 20:04:16,186.82,debit,38
6319,499,2022-09-10 03:40:34,176.84,debit,50
6320,521,2024-01-12 23:41:55,73.82,debit,42
6321,702,2024-02-17 03:38:40,156.63,debit,42
6322,862,2022-07-23 22:42:54,58.77,credit,32
6323,917,2022-12-09 00:18:10,12.74,credit,21
6324,972,2023-09-23 22:34:28,59.98,debit,47
6325,677,2024-08-09 16:07:20,20.73,debit,9
6326,992,2023-11-19 23:29:24,59.48,debit,37
6327,139,2024-01-08 19:48:40,42.36,credit,16
6328,276,2022-01-21 22:46:04,109.7,credit,5
6329,291,2022-09-02 04:38:09,53.84,debit,38
6330,53,2023-10-07 21:54:43,146.73,debit,9
6331,687,2024-03-09 10:11:37,86.13,credit,6
6332,110,2023-04-12 10:34:18,302.33,debit,15
6333,715,2022-06-02 19:25:26,11.45,debit,18
6334,948,2024-02-20 11:31:54,139.66,debit,5
6335,648,2024-08-25 13:12:08,133.91,debit,41
6336,4,2024-02-19 21:58:33,361.0,credit,10
6337,667,2023-04-24 08:14:26,55.74,debit,43
6338,684,2024-03-26 11:43:39,43.74,credit,16
6339,936,2024-05-17 08:26:21,22.71,credit,45
6340,870,2024-03-20 13:50:29,36.99,credit,27
6341,47,2023-03-01 23:19:14,83.63,credit,49
6342,94,2022-06-11 22:13:51,218.21,debit,40
6343,940,2024-02-16 02:04:41,40.14,credit,23
6344,560,2023-04-30 17:35:07,20.6,debit,28
6345,752,2022-07-18 21:26:45,38.12,debit,11
6346,859,2022-06-20 21:13:27,12.77,credit,4
6347,213,2022-08-10 00:25:15,313.58,debit,4
6348,436,2023-01-09 01:01:48,247.27,debit,16
6349,852,2024-09-20 22:08:14,44.27,debit,28
6350,508,2022-07-02 02:58:15,34.04,credit,29
6351,836,2022-08-10 08:52:55,282.97,credit,45
6352,651,2024-05-22 19:27:33,0.21,debit,17
6353,205,2022-07-10 10:36:58,110.13,credit,6
6354,381,2024-07-02 11:10:03,297.24,debit,45
6355,73,2022-05-18 05:24:59,85.25,debit,18
6356,516,2024-09-02 14:36:06,0.36,credit,13
6357,76,2023-11-06 06:32:28,29.64,debit,42
6358,841,2024-07-23 06:09:04,306.81,debit,35
6359,77,2023-08-16 16:01:36,2.06,debit,25
6360,816,2022-11-17 07:57:30,60.26,credit,35
6361,768,2022-08-01 01:41:16,187.13,credit,42
6362,410,2024-03-27 21:41:09,218.49,credit,11
6363,614,2024-08-09 21:11:58,77.92,credit,12
6364,106,2023-02-25 22:22:08,31.75,credit,38
6365,845,2022-01-01 20:43:51,109.87,credit,32
6366,551,2022-05-26 01:28:11,36.75,credit,14
6367,476,2022-07-03 11:58:53,35.37,debit,25
6368,826,2022-07-25 03:48:43,197.78,debit,33
6369,275,2022-01-20 06:08:23,20.11,credit,48
6370,88,2024-02-23 22:59:49,0.66,debit,34
6371,723,2024-05-07 07:51:40,49.28,credit,43
6372,881,2024-07-15 08:16:59,81.03,debit,39
6373,77,2024-07-03 12:26:44,146.53,debit,36
6374,77,2023-06-25 02:11:21,182.31,credit,6
6375,442,2024-03-01 22:00:21,130.71,debit,41
6376,540,2023-02-03 18:48:56,118.18,debit,4
6377,245,2023-10-16 14:27:43,131.5,debit,7
6378,578,2023-01-16 00:46:44,38.02,debit,35
6379,778,2022-12-06 02:01:16,57.82,debit,19
6380,382,2023-03-12 20:15:39,114.99,debit,31
6381,982,2023-08-08 08:46:03,8.14,debit,20
6382,717,2024-02-20 22:18:29,42.0,debit,21
6383,570,2023-01-26 03:20:24,62.59,debit,25
6384,713,2024-07-02 11:38:58,91.48,credit,12
6385,737,2022-07-01 16:20:43,79.98,credit,34
6386,142,2024-05-27 00:19:27,151.96,debit,17
6387,893,2024-04-29 11:24:58,76.96,credit,43
6388,368,2024-08-17 14:19:47,281.37,credit,32
6389,84,2023-04-20 10:20:21,57.43,credit,1
6390,143,2024-09-16 03:32:01,89.43,credit,15
6391,352,2022-10-23 11:44:45,0.39,credit,1
6392,545,2024-04-10 14:45:00,44.61,credit,25
6393,913,2022-12-17 20:47:58,241.7,credit,7
6394,152,2024-09-26 23:22:42,48.7,credit,34
6395,158,2022-05-28 03:49:06,35.03,debit,44
6396,446,2022-10-12 23:30:51,94.11,credit,6
6397,653,2024-04-12 03:39:51,9.84,debit,38
6398,958,2023-09-25 00:54:50,91.01,credit,36
6399,763,2023-08-10 16:25:12,43.43,debit,1
6400,303,2024-01-11 05:16:18,57.97,credit,15
6401,624,2022-05-16 10:02:24,188.06,credit,13
6402,656,2023-04-09 06:34:12,130.15,debit,21
6403,450,2022-09-22 12:44:37,70.89,credit,13
6404,721,2023-03-13 13:55:38,103.39,debit,40
6405,224,2023-01-26 23:14:16,174.73,credit,17
6406,43,2024-02-22 15:44:35,164.35,credit,17
6407,264,2022-07-26 17:54:39,24.6,debit,12
6408,756,2022-12-08 17:48:22,42.96,debit,34
6409,3,2022-04-23 02:44:09,51.37,debit,39
6410,637,2024-05-27 13:28:19,24.92,credit,40
6411,268,2024-01-23 18:53:40,1.47,debit,11
6412,596,2022-02-18 03:52:33,22.93,debit,14
6413,16,2023-01-18 03:23:08,198.18,credit,15
6414,334,2022-02-18 04:23:21,94.74,credit,23
6415,464,2022-03-19 03:16:21,50.16,debit,4
6416,59,2022-11-20 10:19:38,112.48,debit,33
6417,177,2023-11-27 01:42:53,161.57,debit,25
6418,63,2022-12-10 12:44:43,52.51,credit,45
6419,958,2024-06-27 11:17:21,75.3,credit,41
6420,561,2023-11-24 04:02:00,7.96,credit,22
6421,307,2023-05-14 17:43:15,109.09,debit,32
6422,246,2024-06-06 04:53:26,52.88,credit,1
6423,289,2023-08-18 03:42:19,68.2,debit,24
6424,798,2022-05-07 09:03:26,65.91,debit,7
6425,955,2024-04-01 22:47:12,120.09,debit,43
6426,332,2022-04-26 18:06:48,101.97,debit,37
6427,527,2023-11-10 01:37:27,65.8,debit,6
6428,850,2024-03-18 22:34:18,2.05,credit,15
6429,255,2022-10-05 04:41:24,116.41,debit,34
6430,604,2024-01-13 21:30:40,254.01,debit,1
6431,510,2023-11-21 15:56:05,176.13,debit,39
6432,791,2023-08-30 12:23:52,479.55,credit,8
6433,718,2023-03-06 05:16:16,17.97,credit,35
6434,606,2024-05-05 06:36:40,30.2,credit,12
6435,737,2022-12-31 11:36:09,92.99,debit,46
6436,813,2022-11-02 02:26:56,32.28,debit,24
6437,830,2023-08-18 14:18:58,4.22,credit,1
6438,463,2024-09-08 20:20:05,61.76,debit,13
6439,199,2022-09-23 05:44:08,40.7,credit,37
6440,271,2022-10-29 19:35:11,36.74,debit,15
6441,746,2022-07-02 17:17:43,367.35,debit,34
6442,558,2023-12-21 00:36:20,32.69,debit,37
6443,64,2022-06-08 13:57:10,16.63,credit,13
6444,230,2022-11-27 03:07:42,16.07,credit,16
6445,942,2022-07-07 23:06:52,196.99,debit,36
6446,952,2023-11-25 10:17:25,150.57,debit,6
6447,249,2024-01-03 18:31:15,16.64,credit,50
6448,246,2022-04-09 20:16:29,29.78,credit,34
6449,940,2024-01-02 09:33:30,165.09,debit,12
6450,587,2022-02-04 10:11:40,38.53,credit,44
6451,157,2024-02-19 23:11:51,479.07,credit,38
6452,735,2022-08-11 13:55:27,93.33,credit,47
6453,702,2022-02-15 01:48:43,25.58,credit,49
6454,985,2022-09-19 13:21:05,234.92,credit,36
6455,564,2024-03-22 22:49:57,46.19,credit,43
6456,950,2024-08-17 19:01:19,40.9,debit,24
6457,88,2023-06-22 16:22:21,47.6,debit,4
6458,313,2022-12-04 09:36:22,175.42,credit,25
6459,851,2023-01-11 06:59:13,22.82,credit,41
6460,66,2024-05-04 18:17:19,57.71,credit,11
6461,662,2024-01-09 13:45:40,3.76,credit,46
6462,20,2024-09-16 17:55:20,210.28,debit,3
6463,33,2022-02-28 02:03:21,49.99,debit,7
6464,840,2024-06-21 02:09:57,34.23,debit,11
6465,793,2022-01-28 14:14:34,104.07,credit,1
6466,558,2022-09-02 16:36:50,146.49,credit,41
6467,73,2023-09-21 00:06:50,201.13,debit,41
6468,866,2023-07-25 04:03:09,51.29,debit,49
6469,825,2023-07-23 01:47:36,200.75,credit,26
6470,343,2022-08-07 12:14:42,75.03,credit,14
6471,133,2024-08-05 16:16:03,12.8,debit,47
6472,55,2023-03-27 03:13:53,224.74,debit,42
6473,61,2023-04-09 03:55:35,95.19,credit,16
6474,857,2024-03-07 05:16:26,110.7,debit,12
6475,520,2022-02-14 03:13:27,332.69,credit,29
6476,272,2022-07-20 03:24:43,98.29,credit,32
6477,246,2024-01-04 08:36:45,0.67,debit,10
6478,176,2023-07-19 12:19:43,245.4,debit,29
6479,628,2022-06-17 06:17:33,40.21,debit,38
6480,317,2023-07-28 17:49:00,83.6,debit,19
6481,783,2023-10-27 18:59:30,27.51,debit,9
6482,705,2022-09-20 09:24:08,42.29,credit,25
6483,662,2024-07-20 20:03:01,139.25,credit,19
6484,131,2022-11-25 12:13:29,67.36,credit,39
6485,102,2023-12-10 22:28:29,118.38,debit,9
6486,310,2023-12-14 06:33:06,208.18,credit,17
6487,782,2022-04-09 16:17:48,50.01,debit,27
6488,292,2022-01-25 10:45:39,100.81,debit,50
6489,722,2023-10-12 14:50:48,180.39,debit,8
6490,495,2024-02-05 08:32:35,150.68,debit,23
6491,361,2022-03-18 17:47:01,93.14,credit,13
6492,338,2023-05-20 22:04:50,58.02,debit,41
6493,579,2022-12-27 20:28:00,62.81,debit,8
6494,10,2022-04-17 23:23:44,68.12,credit,13
6495,49,2022-03-27 03:28:26,51.48,credit,13
6496,487,2022-06-14 09:02:52,144.11,credit,17
6497,623,2023-07-01 13:58:47,16.08,credit,20
6498,321,2024-06-03 21:13:24,411.01,debit,5
6499,731,2022-05-15 09:47:09,181.14,credit,25
6500,569,2023-12-30 19:57:22,42.49,credit,16
6501,795,2022-04-12 15:25:36,5.22,credit,43
6502,971,2024-03-05 20:59:03,149.09,debit,18
6503,625,2022-07-05 10:36:10,159.07,debit,9
6504,133,2022-10-19 14:52:31,397.66,debit,35
6505,583,2024-01-11 21:19:36,35.12,credit,10
6506,83,2023-11-07 21:15:55,10.36,credit,35
6507,57,2022-11-24 03:08:53,296.0,debit,37
6508,376,2022-04-19 21:30:14,35.91,debit,19
6509,349,2023-07-25 19:06:47,153.41,credit,13
6510,271,2023-05-23 01:13:45,7.51,debit,36
6511,483,2022-10-30 10:08:02,171.55,credit,25
6512,111,2023-07-15 02:15:54,16.3,credit,5
6513,869,2024-05-28 12:16:19,142.72,credit,17
6514,887,2023-09-18 08:40:03,91.2,credit,34
6515,76,2024-07-29 16:05:37,373.44,credit,43
6516,158,2023-01-13 19:13:45,4.51,debit,23
6517,532,2023-07-07 07:11:27,41.45,credit,3
